tag_code,tag_name,category,part,depth,weight,is_active
P5-059,Part5 Pattern 59,P5,P5,2,1.2,True
P5-060,Part5 Pattern 60,P5,P5,2,1.2,True
P5-061,Part5 Pattern 61,P5,P5,2,1.2,True
P5-062,Part5 Pattern 62,P5,P5,2,1.2,True
P5-063,Part5 Pattern 63,P5,P5,2,1.2,True
P5-064,Part5 Pattern 64,P5,P5,2,1.2,True
P5-065,Part5 Pattern 65,P5,P5,2,1.2,True
P5-066,Part5 Pattern 66,P5,P5,2,1.2,True
P5-067,Part5 Pattern 67,P5,P5,2,1.2,True
P5-068,Part5 Pattern 68,P5,P5,2,1.2,True
P5-069,Part5 Pattern 69,P5,P5,2,1.2,True
P5-070,Part5 Pattern 70,P5,P5,2,1.2,True
P5-071,Part5 Pattern 71,P5,P5,2,1.2,True
P5-072,Part5 Pattern 72,P5,P5,2,1.2,True
P5-073,Part5 Pattern 73,P5,P5,2,1.2,True
P5-074,Part5 Pattern 74,P5,P5,2,1.2,True
P5-075,Part5 Pattern 75,P5,P5,2,1.2,True
P5-076,Part5 Pattern 76,P5,P5,2,1.2,True
P5-077,Part5 Pattern 77,P5,P5,2,1.2,True
P5-078,Part5 Pattern 78,P5,P5,2,1.2,True
P5-079,Part5 Pattern 79,P5,P5,2,1.2,True
P5-080,Part5 Pattern 80,P5,P5,2,1.2,True
P6-001,Part6 Pattern 1,P6,P6,2,1.1,True
P6-002,Part6 Pattern 2,P6,P6,2,1.1,True
P6-003,Part6 Pattern 3,P6,P6,2,1.1,True
P6-004,Part6 Pattern 4,P6,P6,2,1.1,True
P6-005,Part6 Pattern 5,P6,P6,2,1.1,True
P6-006,Part6 Pattern 6,P6,P6,2,1.1,True
P6-007,Part6 Pattern 7,P6,P6,2,1.1,True
P6-008,Part6 Pattern 8,P6,P6,2,1.1,True
P6-009,Part6 Pattern 9,P6,P6,2,1.1,True
P6-010,Part6 Pattern 10,P6,P6,2,1.1,True
P6-011,Part6 Pattern 11,P6,P6,2,1.1,True
P6-012,Part6 Pattern 12,P6,P6,2,1.1,True
P6-013,Part6 Pattern 13,P6,P6,2,1.1,True
P6-014,Part6 Pattern 14,P6,P6,2,1.1,True
P6-015,Part6 Pattern 15,P6,P6,2,1.1,True
P6-016,Part6 Pattern 16,P6,P6,2,1.1,True
P6-017,Part6 Pattern 17,P6,P6,2,1.1,True
P6-018,Part6 Pattern 18,P6,P6,2,1.1,True
P6-019,Part6 Pattern 19,P6,P6,2,1.1,True
P6-020,Part6 Pattern 20,P6,P6,2,1.1,True
P6-021,Part6 Pattern 21,P6,P6,2,1.1,True
P6-022,Part6 Pattern 22,P6,P6,2,1.1,True
P6-023,Part6 Pattern 23,P6,P6,2,1.1,True
P6-024,Part6 Pattern 24,P6,P6,2,1.1,True
P6-025,Part6 Pattern 25,P6,P6,2,1.1,True
P6-026,Part6 Pattern 26,P6,P6,2,1.1,True
P6-027,Part6 Pattern 27,P6,P6,2,1.1,True
P6-028,Part6 Pattern 28,P6,P6,2,1.1,True
P6-029,Part6 Pattern 29,P6,P6,2,1.1,True
P6-030,Part6 Pattern 30,P6,P6,2,1.1,True
P6-031,Part6 Pattern 31,P6,P6,2,1.1,True
P6-032,Part6 Pattern 32,P6,P6,2,1.1,True
P6-033,Part6 Pattern 33,P6,P6,2,1.1,True
P6-034,Part6 Pattern 34,P6,P6,2,1.1,True
P6-035,Part6 Pattern 35,P6,P6,2,1.1,True
P6-036,Part6 Pattern 36,P6,P6,2,1.1,True
P6-037,Part6 Pattern 37,P6,P6,2,1.1,True
P6-038,Part6 Pattern 38,P6,P6,2,1.1,True
P6-039,Part6 Pattern 39,P6,P6,2,1.1,True
P6-040,Part6 Pattern 40,P6,P6,2,1.1,True
P6-041,Part6 Pattern 41,P6,P6,2,1.1,True
P6-042,Part6 Pattern 42,P6,P6,2,1.1,True
P6-043,Part6 Pattern 43,P6,P6,2,1.1,True
P6-044,Part6 Pattern 44,P6,P6,2,1.1,True
P6-045,Part6 Pattern 45,P6,P6,2,1.1,True
P6-046,Part6 Pattern 46,P6,P6,2,1.1,True
P6-047,Part6 Pattern 47,P6,P6,2,1.1,True
P6-048,Part6 Pattern 48,P6,P6,2,1.1,True
P6-049,Part6 Pattern 49,P6,P6,2,1.1,True
P6-050,Part6 Pattern 50,P6,P6,2,1.1,True
P6-051,Part6 Pattern 51,P6,P6,2,1.1,True
P6-052,Part6 Pattern 52,P6,P6,2,1.1,True
P6-053,Part6 Pattern 53,P6,P6,2,1.1,True
P6-054,Part6 Pattern 54,P6,P6,2,1.1,True
P6-055,Part6 Pattern 55,P6,P6,2,1.1,True
P6-056,Part6 Pattern 56,P6,P6,2,1.1,True
P6-057,Part6 Pattern 57,P6,P6,2,1.1,True
P6-058,Part6 Pattern 58,P6,P6,2,1.1,True
P6-059,Part6 Pattern 59,P6,P6,2,1.1,True
P6-060,Part6 Pattern 60,P6,P6,2,1.1,True
P7-001,Part7 Pattern 1,P7,P7,2,1.3,True
P7-002,Part7 Pattern 2,P7,P7,2,1.3,True
P7-003,Part7 Pattern 3,P7,P7,2,1.3,True
P7-004,Part7 Pattern 4,P7,P7,2,1.3,True
P7-005,Part7 Pattern 5,P7,P7,2,1.3,True
P7-006,Part7 Pattern 6,P7,P7,2,1.3,True
P7-007,Part7 Pattern 7,P7,P7,2,1.3,True
P7-008,Part7 Pattern 8,P7,P7,2,1.3,True
P7-009,Part7 Pattern 9,P7,P7,2,1.3,True
P7-010,Part7 Pattern 10,P7,P7,2,1.3,True
P7-011,Part7 Pattern 11,P7,P7,2,1.3,True
P7-012,Part7 Pattern 12,P7,P7,2,1.3,True
P7-013,Part7 Pattern 13,P7,P7,2,1.3,True
P7-014,Part7 Pattern 14,P7,P7,2,1.3,True
P7-015,Part7 Pattern 15,P7,P7,2,1.3,True
P7-016,Part7 Pattern 16,P7,P7,2,1.3,True
P7-017,Part7 Pattern 17,P7,P7,2,1.3,True
P7-018,Part7 Pattern 18,P7,P7,2,1.3,True
P7-019,Part7 Pattern 19,P7,P7,2,1.3,True
P7-020,Part7 Pattern 20,P7,P7,2,1.3,True
P7-021,Part7 Pattern 21,P7,P7,2,1.3,True
P7-022,Part7 Pattern 22,P7,P7,2,1.3,True
P7-023,Part7 Pattern 23,P7,P7,2,1.3,True
P7-024,Part7 Pattern 24,P7,P7,2,1.3,True
P7-025,Part7 Pattern 25,P7,P7,2,1.3,True
P7-026,Part7 Pattern 26,P7,P7,2,1.3,True
P7-027,Part7 Pattern 27,P7,P7,2,1.3,True
P7-028,Part7 Pattern 28,P7,P7,2,1.3,True
P7-029,Part7 Pattern 29,P7,P7,2,1.3,True
P7-030,Part7 Pattern 30,P7,P7,2,1.3,True
P7-031,Part7 Pattern 31,P7,P7,2,1.3,True
P7-032,Part7 Pattern 32,P7,P7,2,1.3,True
P7-033,Part7 Pattern 33,P7,P7,2,1.3,True
P7-034,Part7 Pattern 34,P7,P7,2,1.3,True
P7-035,Part7 Pattern 35,P7,P7,2,1.3,True
P7-036,Part7 Pattern 36,P7,P7,2,1.3,True
P7-037,Part7 Pattern 37,P7,P7,2,1.3,True
P7-038,Part7 Pattern 38,P7,P7,2,1.3,True
P7-039,Part7 Pattern 39,P7,P7,2,1.3,True
P7-040,Part7 Pattern 40,P7,P7,2,1.3,True
P7-041,Part7 Pattern 41,P7,P7,2,1.3,True
P7-042,Part7 Pattern 42,P7,P7,2,1.3,True
P7-043,Part7 Pattern 43,P7,P7,2,1.3,True
P7-044,Part7 Pattern 44,P7,P7,2,1.3,True
P7-045,Part7 Pattern 45,P7,P7,2,1.3,True
P7-046,Part7 Pattern 46,P7,P7,2,1.3,True
P7-047,Part7 Pattern 47,P7,P7,2,1.3,True
P7-048,Part7 Pattern 48,P7,P7,2,1.3,True
P7-049,Part7 Pattern 49,P7,P7,2,1.3,True
P7-050,Part7 Pattern 50,P7,P7,2,1.3,True
P7-051,Part7 Pattern 51,P7,P7,2,1.3,True
P7-052,Part7 Pattern 52,P7,P7,2,1.3,True
P7-053,Part7 Pattern 53,P7,P7,2,1.3,True
P7-054,Part7 Pattern 54,P7,P7,2,1.3,True
P7-055,Part7 Pattern 55,P7,P7,2,1.3,True
P7-056,Part7 Pattern 56,P7,P7,2,1.3,True
P7-057,Part7 Pattern 57,P7,P7,2,1.3,True
P7-058,Part7 Pattern 58,P7,P7,2,1.3,True
P7-059,Part7 Pattern 59,P7,P7,2,1.3,True
P7-060,Part7 Pattern 60,P7,P7,2,1.3,True
P7-061,Part7 Pattern 61,P7,P7,2,1.3,True
P7-062,Part7 Pattern 62,P7,P7,2,1.3,True
P7-063,Part7 Pattern 63,P7,P7,2,1.3,True
P7-064,Part7 Pattern 64,P7,P7,2,1.3,True
P7-065,Part7 Pattern 65,P7,P7,2,1.3,True
P7-066,Part7 Pattern 66,P7,P7,2,1.3,True
P7-067,Part7 Pattern 67,P7,P7,2,1.3,True
P7-068,Part7 Pattern 68,P7,P7,2,1.3,True
P7-069,Part7 Pattern 69,P7,P7,2,1.3,True
P7-070,Part7 Pattern 70,P7,P7,2,1.3,True
P7-071,Part7 Pattern 71,P7,P7,2,1.3,True
P7-072,Part7 Pattern 72,P7,P7,2,1.3,True
P7-073,Part7 Pattern 73,P7,P7,2,1.3,True
P7-074,Part7 Pattern 74,P7,P7,2,1.3,True
P7-075,Part7 Pattern 75,P7,P7,2,1.3,True
P7-076,Part7 Pattern 76,P7,P7,2,1.3,True
P7-077,Part7 Pattern 77,P7,P7,2,1.3,True
P7-078,Part7 Pattern 78,P7,P7,2,1.3,True
P7-079,Part7 Pattern 79,P7,P7,2,1.3,True
P7-080,Part7 Pattern 80,P7,P7,2,1.3,True
P7-081,Part7 Pattern 81,P7,P7,2,1.3,True
P7-082,Part7 Pattern 82,P7,P7,2,1.3,True
P7-083,Part7 Pattern 83,P7,P7,2,1.3,True
P7-084,Part7 Pattern 84,P7,P7,2,1.3,True
P7-085,Part7 Pattern 85,P7,P7,2,1.3,True
P7-086,Part7 Pattern 86,P7,P7,2,1.3,True
P7-087,Part7 Pattern 87,P7,P7,2,1.3,True
P7-088,Part7 Pattern 88,P7,P7,2,1.3,True
P7-089,Part7 Pattern 89,P7,P7,2,1.3,True
P7-090,Part7 Pattern 90,P7,P7,2,1.3,True
P7-091,Part7 Pattern 91,P7,P7,2,1.3,True
P7-092,Part7 Pattern 92,P7,P7,2,1.3,True
P7-093,Part7 Pattern 93,P7,P7,2,1.3,True
P7-094,Part7 Pattern 94,P7,P7,2,1.3,True
P7-095,Part7 Pattern 95,P7,P7,2,1.3,True
P7-096,Part7 Pattern 96,P7,P7,2,1.3,True
P7-097,Part7 Pattern 97,P7,P7,2,1.3,True
P7-098,Part7 Pattern 98,P7,P7,2,1.3,True
P7-099,Part7 Pattern 99,P7,P7,2,1.3,True
P7-100,Part7 Pattern 100,P7,P7,2,1.3,True
P7-101,Part7 Pattern 101,P7,P7,2,1.3,True
P7-102,Part7 Pattern 102,P7,P7,2,1.3,True
P7-103,Part7 Pattern 103,P7,P7,2,1.3,True
P7-104,Part7 Pattern 104,P7,P7,2,1.3,True
P7-105,Part7 Pattern 105,P7,P7,2,1.3,True
P7-106,Part7 Pattern 106,P7,P7,2,1.3,True
P7-107,Part7 Pattern 107,P7,P7,2,1.3,True
P7-108,Part7 Pattern 108,P7,P7,2,1.3,True
P7-109,Part7 Pattern 109,P7,P7,2,1.3,True
P7-110,Part7 Pattern 110,P7,P7,2,1.3,True
P7-111,Part7 Pattern 111,P7,P7,2,1.3,True
P7-112,Part7 Pattern 112,P7,P7,2,1.3,True
P7-113,Part7 Pattern 113,P7,P7,2,1.3,True
P7-114,Part7 Pattern 114,P7,P7,2,1.3,True
P7-115,Part7 Pattern 115,P7,P7,2,1.3,True
P7-116,Part7 Pattern 116,P7,P7,2,1.3,True
P7-117,Part7 Pattern 117,P7,P7,2,1.3,True
P7-118,Part7 Pattern 118,P7,P7,2,1.3,True
P7-119,Part7 Pattern 119,P7,P7,2,1.3,True
P7-120,Part7 Pattern 120,P7,P7,2,1.3,True
P7-121,Part7 Pattern 121,P7,P7,2,1.3,True
P7-122,Part7 Pattern 122,P7,P7,2,1.3,True
P7-123,Part7 Pattern 123,P7,P7,2,1.3,True
P7-124,Part7 Pattern 124,P7,P7,2,1.3,True
P7-125,Part7 Pattern 125,P7,P7,2,1.3,True
P7-126,Part7 Pattern 126,P7,P7,2,1.3,True
P7-127,Part7 Pattern 127,P7,P7,2,1.3,True
P7-128,Part7 Pattern 128,P7,P7,2,1.3,True
P7-129,Part7 Pattern 129,P7,P7,2,1.3,True
P7-130,Part7 Pattern 130,P7,P7,2,1.3,True
P7-131,Part7 Pattern 131,P7,P7,2,1.3,True
P7-132,Part7 Pattern 132,P7,P7,2,1.3,True
P7-133,Part7 Pattern 133,P7,P7,2,1.3,True
P7-134,Part7 Pattern 134,P7,P7,2,1.3,True
P7-135,Part7 Pattern 135,P7,P7,2,1.3,True
P7-136,Part7 Pattern 136,P7,P7,2,1.3,True
P7-137,Part7 Pattern 137,P7,P7,2,1.3,True
P7-138,Part7 Pattern 138,P7,P7,2,1.3,True
P7-139,Part7 Pattern 139,P7,P7,2,1.3,True
P7-140,Part7 Pattern 140,P7,P7,2,1.3,True
LC-001,Listening Pattern 1,LC,LC,2,1.2,True
LC-002,Listening Pattern 2,LC,LC,2,1.2,True
LC-003,Listening Pattern 3,LC,LC,2,1.2,True
LC-004,Listening Pattern 4,LC,LC,2,1.2,True
LC-005,Listening Pattern 5,LC,LC,2,1.2,True
LC-006,Listening Pattern 6,LC,LC,2,1.2,True
LC-007,Listening Pattern 7,LC,LC,2,1.2,True
LC-008,Listening Pattern 8,LC,LC,2,1.2,True
LC-009,Listening Pattern 9,LC,LC,2,1.2,True
LC-010,Listening Pattern 10,LC,LC,2,1.2,True
LC-011,Listening Pattern 11,LC,LC,2,1.2,True
LC-012,Listening Pattern 12,LC,LC,2,1.2,True
LC-013,Listening Pattern 13,LC,LC,2,1.2,True
LC-014,Listening Pattern 14,LC,LC,2,1.2,True
LC-015,Listening Pattern 15,LC,LC,2,1.2,True
LC-016,Listening Pattern 16,LC,LC,2,1.2,True
LC-017,Listening Pattern 17,LC,LC,2,1.2,True
LC-018,Listening Pattern 18,LC,LC,2,1.2,True
LC-019,Listening Pattern 19,LC,LC,2,1.2,True
LC-020,Listening Pattern 20,LC,LC,2,1.2,True
LC-021,Listening Pattern 21,LC,LC,2,1.2,True
LC-022,Listening Pattern 22,LC,LC,2,1.2,True
LC-023,Listening Pattern 23,LC,LC,2,1.2,True
LC-024,Listening Pattern 24,LC,LC,2,1.2,True
LC-025,Listening Pattern 25,LC,LC,2,1.2,True
LC-026,Listening Pattern 26,LC,LC,2,1.2,True
LC-027,Listening Pattern 27,LC,LC,2,1.2,True
LC-028,Listening Pattern 28,LC,LC,2,1.2,True
LC-029,Listening Pattern 29,LC,LC,2,1.2,True
LC-030,Listening Pattern 30,LC,LC,2,1.2,True
LC-031,Listening Pattern 31,LC,LC,2,1.2,True
LC-032,Listening Pattern 32,LC,LC,2,1.2,True
LC-033,Listening Pattern 33,LC,LC,2,1.2,True
LC-034,Listening Pattern 34,LC,LC,2,1.2,True
LC-035,Listening Pattern 35,LC,LC,2,1.2,True
LC-036,Listening Pattern 36,LC,LC,2,1.2,True
LC-037,Listening Pattern 37,LC,LC,2,1.2,True
LC-038,Listening Pattern 38,LC,LC,2,1.2,True
LC-039,Listening Pattern 39,LC,LC,2,1.2,True
LC-040,Listening Pattern 40,LC,LC,2,1.2,True
LC-041,Listening Pattern 41,LC,LC,2,1.2,True
LC-042,Listening Pattern 42,LC,LC,2,1.2,True
LC-043,Listening Pattern 43,LC,LC,2,1.2,True
LC-044,Listening Pattern 44,LC,LC,2,1.2,True
LC-045,Listening Pattern 45,LC,LC,2,1.2,True
LC-046,Listening Pattern 46,LC,LC,2,1.2,True
LC-047,Listening Pattern 47,LC,LC,2,1.2,True
LC-048,Listening Pattern 48,LC,LC,2,1.2,True
LC-049,Listening Pattern 49,LC,LC,2,1.2,True
LC-050,Listening Pattern 50,LC,LC,2,1.2,True
LC-051,Listening Pattern 51,LC,LC,2,1.2,True
LC-052,Listening Pattern 52,LC,LC,2,1.2,True
LC-053,Listening Pattern 53,LC,LC,2,1.2,True
LC-054,Listening Pattern 54,LC,LC,2,1.2,True
LC-055,Listening Pattern 55,LC,LC,2,1.2,True
LC-056,Listening Pattern 56,LC,LC,2,1.2,True
LC-057,Listening Pattern 57,LC,LC,2,1.2,True
LC-058,Listening Pattern 58,LC,LC,2,1.2,True
LC-059,Listening Pattern 59,LC,LC,2,1.2,True
LC-060,Listening Pattern 60,LC,LC,2,1.2,True
LC-061,Listening Pattern 61,LC,LC,2,1.2,True
LC-062,Listening Pattern 62,LC,LC,2,1.2,True
LC-063,Listening Pattern 63,LC,LC,2,1.2,True
LC-064,Listening Pattern 64,LC,LC,2,1.2,True
LC-065,Listening Pattern 65,LC,LC,2,1.2,True
LC-066,Listening Pattern 66,LC,LC,2,1.2,True
LC-067,Listening Pattern 67,LC,LC,2,1.2,True
LC-068,Listening Pattern 68,LC,LC,2,1.2,True
LC-069,Listening Pattern 69,LC,LC,2,1.2,True
LC-070,Listening Pattern 70,LC,LC,2,1.2,True
LC-071,Listening Pattern 71,LC,LC,2,1.2,True
LC-072,Listening Pattern 72,LC,LC,2,1.2,True
LC-073,Listening Pattern 73,LC,LC,2,1.2,True
LC-074,Listening Pattern 74,LC,LC,2,1.2,True
LC-075,Listening Pattern 75,LC,LC,2,1.2,True
LC-076,Listening Pattern 76,LC,LC,2,1.2,True
LC-077,Listening Pattern 77,LC,LC,2,1.2,True
LC-078,Listening Pattern 78,LC,LC,2,1.2,True
LC-079,Listening Pattern 79,LC,LC,2,1.2,True
LC-080,Listening Pattern 80,LC,LC,2,1.2,True
LC-081,Listening Pattern 81,LC,LC,2,1.2,True
LC-082,Listening Pattern 82,LC,LC,2,1.2,True
LC-083,Listening Pattern 83,LC,LC,2,1.2,True
LC-084,Listening Pattern 84,LC,LC,2,1.2,True
LC-085,Listening Pattern 85,LC,LC,2,1.2,True
LC-086,Listening Pattern 86,LC,LC,2,1.2,True
LC-087,Listening Pattern 87,LC,LC,2,1.2,True
LC-088,Listening Pattern 88,LC,LC,2,1.2,True
LC-089,Listening Pattern 89,LC,LC,2,1.2,True
LC-090,Listening Pattern 90,LC,LC,2,1.2,True
LC-091,Listening Pattern 91,LC,LC,2,1.2,True
LC-092,Listening Pattern 92,LC,LC,2,1.2,True
LC-093,Listening Pattern 93,LC,LC,2,1.2,True
LC-094,Listening Pattern 94,LC,LC,2,1.2,True
LC-095,Listening Pattern 95,LC,LC,2,1.2,True
LC-096,Listening Pattern 96,LC,LC,2,1.2,True
LC-097,Listening Pattern 97,LC,LC,2,1.2,True
LC-098,Listening Pattern 98,LC,LC,2,1.2,True
LC-099,Listening Pattern 99,LC,LC,2,1.2,True
LC-100,Listening Pattern 100,LC,LC,2,1.2,True
LC-101,Listening Pattern 101,LC,LC,2,1.2,True
LC-102,Listening Pattern 102,LC,LC,2,1.2,True
LC-103,Listening Pattern 103,LC,LC,2,1.2,True
LC-104,Listening Pattern 104,LC,LC,2,1.2,True
LC-105,Listening Pattern 105,LC,LC,2,1.2,True
LC-106,Listening Pattern 106,LC,LC,2,1.2,True
LC-107,Listening Pattern 107,LC,LC,2,1.2,True
LC-108,Listening Pattern 108,LC,LC,2,1.2,True
LC-109,Listening Pattern 109,LC,LC,2,1.2,True
LC-110,Listening Pattern 110,LC,LC,2,1.2,True
LC-111,Listening Pattern 111,LC,LC,2,1.2,True
LC-112,Listening Pattern 112,LC,LC,2,1.2,True
LC-113,Listening Pattern 113,LC,LC,2,1.2,True
LC-114,Listening Pattern 114,LC,LC,2,1.2,True
LC-115,Listening Pattern 115,LC,LC,2,1.2,True
LC-116,Listening Pattern 116,LC,LC,2,1.2,True
LC-117,Listening Pattern 117,LC,LC,2,1.2,True
LC-118,Listening Pattern 118,LC,LC,2,1.2,True
LC-119,Listening Pattern 119,LC,LC,2,1.2,True
LC-120,Listening Pattern 120,LC,LC,2,1.2,True
LC-121,Listening Pattern 121,LC,LC,2,1.2,True
LC-122,Listening Pattern 122,LC,LC,2,1.2,True
LC-123,Listening Pattern 123,LC,LC,2,1.2,True
LC-124,Listening Pattern 124,LC,LC,2,1.2,True
LC-125,Listening Pattern 125,LC,LC,2,1.2,True
LC-126,Listening Pattern 126,LC,LC,2,1.2,True
LC-127,Listening Pattern 127,LC,LC,2,1.2,True
LC-128,Listening Pattern 128,LC,LC,2,1.2,True
LC-129,Listening Pattern 129,LC,LC,2,1.2,True
LC-130,Listening Pattern 130,LC,LC,2,1.2,True
LC-131,Listening Pattern 131,LC,LC,2,1.2,True
LC-132,Listening Pattern 132,LC,LC,2,1.2,True
LC-133,Listening Pattern 133,LC,LC,2,1.2,True
LC-134,Listening Pattern 134,LC,LC,2,1.2,True
LC-135,Listening Pattern 135,LC,LC,2,1.2,True
LC-136,Listening Pattern 136,LC,LC,2,1.2,True
LC-137,Listening Pattern 137,LC,LC,2,1.2,True
LC-138,Listening Pattern 138,LC,LC,2,1.2,True
LC-139,Listening Pattern 139,LC,LC,2,1.2,True
LC-140,Listening Pattern 140,LC,LC,2,1.2,True
LC-141,Listening Pattern 141,LC,LC,2,1.2,True
LC-142,Listening Pattern 142,LC,LC,2,1.2,True
LC-143,Listening Pattern 143,LC,LC,2,1.2,True
LC-144,Listening Pattern 144,LC,LC,2,1.2,True
LC-145,Listening Pattern 145,LC,LC,2,1.2,True
LC-146,Listening Pattern 146,LC,LC,2,1.2,True
LC-147,Listening Pattern 147,LC,LC,2,1.2,True
LC-148,Listening Pattern 148,LC,LC,2,1.2,True
LC-149,Listening Pattern 149,LC,LC,2,1.2,True
LC-150,Listening Pattern 150,LC,LC,2,1.2,True
M-001,Meta Learning Pattern 1,META,,1,1.5,True
M-002,Meta Learning Pattern 2,META,,1,1.5,True
M-003,Meta Learning Pattern 3,META,,1,1.5,True
M-004,Meta Learning Pattern 4,META,,1,1.5,True
M-005,Meta Learning Pattern 5,META,,1,1.5,True
M-006,Meta Learning Pattern 6,META,,1,1.5,True
M-007,Meta Learning Pattern 7,META,,1,1.5,True
M-008,Meta Learning Pattern 8,META,,1,1.5,True
M-009,Meta Learning Pattern 9,META,,1,1.5,True
M-010,Meta Learning Pattern 10,META,,1,1.5,True
M-011,Meta Learning Pattern 11,META,,1,1.5,True
M-012,Meta Learning Pattern 12,META,,1,1.5,True
